	Kingdom	Phylum	Class	Order	Family	Genus	Species	Resolution	Guild
ASV488	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala Undetermined	Species	Saprotroph
ASV489	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis	Species	Pathotroph
ASV490	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria Undetermined	Species	Pathotroph
ASV491	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Gigaspora	Gigaspora margarita	Species	Arbuscular Mycorrhizal
ASV492	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis caledonium	Species	Arbuscular Mycorrhizal
ASV494	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV495	Fungi	Basidiomycota	Microbotryomycetes	MicrobotryomycetesordIncertaesedis	Chrysozymaceae	Udeniozyma	Udeniozyma ferulica	Species	NA
ASV496	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata	Species	Pathotroph
ASV497	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Lachnella	Lachnella villosa	Species	NA
ASV498	Fungi	Ascomycota	Leotiomycetes	Helotiales	HelotialesfamIncertaesedis	Undetermined	Undetermined Undetermined	Family	NA
ASV499	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Calyptella	Calyptella capula	Species	NA
ASV500	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium golubevii	Species	Saprotroph
ASV501	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium marchalianum	Species	Pathotroph
ASV502	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Undetermined	Undetermined	Undetermined Undetermined	Order	Pathotroph
ASV503	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium carneum	Species	NA
ASV505	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV506	Fungi	Ascomycota	Lecanoromycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV507	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia perpusilla	Species	Arbuscular Mycorrhizal
ASV508	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala Undetermined	Species	Saprotroph
ASV509	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina	Species	Saprotroph
ASV510	Fungi	Ascomycota	Leotiomycetes	Helotiales	HelotialesfamIncertaesedis	Volucrispora	Volucrispora graminea	Species	Saprotroph
ASV512	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys divergens	Species	Saprotroph
ASV514	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV515	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV516	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium Undetermined	Species	Pathotroph
ASV517	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV518	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium conicum	Species	Saprotroph
ASV520	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV521	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV522	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia restricta	Species	Pathotroph
ASV523	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV524	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV525	Fungi	Ascomycota	Sordariomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV526	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV527	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus	Dichotomopilus pratensis	Species	Saprotroph
ASV528	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis geosporum	Species	Arbuscular Mycorrhizal
ASV529	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	Arbuscular Mycorrhizal
ASV531	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV532	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus viscosum	Species	Arbuscular Mycorrhizal
ASV533	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Helgardia	Helgardia anguioides	Species	Pathotroph
ASV535	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV536	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea Undetermined	Species	Pathotroph
ASV537	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV538	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV539	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Edenia	Edenia gomezpompae	Species	Pathotroph
ASV540	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium glutinans	Species	Saprotroph
ASV541	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium dominicanum	Species	Pathotroph
ASV543	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus biglobosus	Species	Pathotroph
ASV544	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV546	Fungi	Ascomycota	Leotiomycetes	Helotiales	HelotialesfamIncertaesedis	Leohumicola	Leohumicola Undetermined	Species	Saprotroph
ASV549	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe ingridiae	Species	Saprotroph
ASV551	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium glutinans	Species	Saprotroph
ASV553	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora Undetermined	Species	Saprotroph
ASV554	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	Plectosphaerella cucumerina	Species	Pathotroph
ASV555	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV558	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus Undetermined	Species	Arbuscular Mycorrhizal
ASV559	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV560	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Spegazzinia	Spegazzinia Undetermined	Species	Pathotroph
ASV561	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	SaccharomycetalesfamIncertaesedis	Candida	Candida sake	Species	Saprotroph
ASV562	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV563	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV564	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Crocicreas	Crocicreas Undetermined	Species	Pathotroph
ASV565	Fungi	Chytridiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV566	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudeurotium	Pseudeurotium ovale	Species	Saprotroph
ASV569	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV570	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Verrucocladosporium	Verrucocladosporium dirinae	Species	Pathotroph
ASV571	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV572	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV573	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma podzolica	Species	NA
ASV574	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV576	Fungi	Ascomycota	Sordariomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV578	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma fimeti	Species	Pathotroph
ASV579	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	Scutellinia scutellata	Species	Saprotroph
ASV580	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV581	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis caledonium	Species	Arbuscular Mycorrhizal
ASV582	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV583	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha aureliella	Species	Saprotroph
ASV584	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Undetermined	Undetermined Undetermined	Family	NA
ASV586	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis caroliniana	Species	Pathotroph
ASV587	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	HoltermannialesfamIncertaesedis	Holtermanniella	Holtermanniella takashimae	Species	Saprotroph
ASV588	Fungi	Ascomycota	Leotiomycetes	Helotiales	HelotialesfamIncertaesedis	Undetermined	Undetermined Undetermined	Family	NA
ASV589	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces Undetermined	Species	Saprotroph
ASV590	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV591	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Undetermined	Undetermined Undetermined	Family	NA
ASV592	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala Undetermined	Species	Saprotroph
ASV595	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina	Species	Saprotroph
ASV596	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	ErythrobasidialesfamIncertaesedis	Sakaguchia	Sakaguchia lamellibrachiae	Species	Saprotroph
ASV597	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV598	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium marchalianum	Species	Pathotroph
ASV599	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus jasnowskae	Species	Arbuscular Mycorrhizal
ASV600	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Undetermined	Undetermined	Undetermined Undetermined	Order	Pathotroph
ASV602	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV603	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporium	Dictyosporium hughesii	Species	Saprotroph
ASV604	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium Undetermined	Species	Saprotroph
ASV605	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium angustispirale	Species	Saprotroph
ASV607	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma aeria	Species	Saprotroph
ASV608	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV610	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	Septoriella hirta	Species	Pathotroph
ASV611	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	Geomyces Undetermined	Species	Saprotroph
ASV613	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia dubia	Species	Saprotroph
ASV614	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria Undetermined	Species	Saprotroph
ASV615	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron Undetermined	Species	Saprotroph
ASV616	Fungi	Ascomycota	Pezizomycetes	Pezizales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV617	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria robusta	Species	Pathotroph
ASV618	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium oeirense	Species	Saprotroph
ASV619	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	CystofilobasidialesfamIncertaesedis	Mrakiella	Mrakiella aquatica	Species	Saprotroph
ASV620	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium Undetermined	Species	Pathotroph
ASV621	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma carnescens	Species	Saprotroph
ASV622	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV623	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia sympodialis	Species	NA
ASV624	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Rigidoporus	Rigidoporus Undetermined	Species	Pathotroph
ASV625	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Undetermined	Undetermined Undetermined	Family	NA
ASV626	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis geosporum	Species	Arbuscular Mycorrhizal
ASV628	Fungi	Basidiomycota	Agaricomycetes	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Class	NA
ASV629	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Undetermined	Undetermined	Undetermined Undetermined	Order	Saprotroph
ASV630	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV631	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV632	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces pseudodichotomus	Species	Pathotroph
ASV633	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis caledonium	Species	Arbuscular Mycorrhizal
ASV634	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella Undetermined	Species	Saprotroph
ASV635	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV636	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora varaderana	Species	Arbuscular Mycorrhizal
ASV637	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV638	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora varaderana	Species	Arbuscular Mycorrhizal
ASV639	Fungi	Basidiomycota	Microbotryomycetes	MicrobotryomycetesordIncertaesedis	Chrysozymaceae	Udeniozyma	Udeniozyma ferulica	Species	NA
ASV640	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus viscosum	Species	Arbuscular Mycorrhizal
ASV641	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis mosseae	Species	Arbuscular Mycorrhizal
ASV642	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	Tricharina Undetermined	Species	Saprotroph
ASV643	Fungi	Basidiomycota	Microbotryomycetes	MicrobotryomycetesordIncertaesedis	Chrysozymaceae	Udeniozyma	Udeniozyma ferulica	Species	NA
ASV644	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Helminthosporium	Helminthosporium solani	Species	Pathotroph
ASV645	Fungi	Glomeromycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	Arbuscular Mycorrhizal
ASV646	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	Arbuscular Mycorrhizal
ASV647	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	HoltermannialesfamIncertaesedis	Holtermanniella	Holtermanniella takashimae	Species	Saprotroph
ASV648	Fungi	Ascomycota	Pezizomycetes	Pezizales	Undetermined	Undetermined	Undetermined Undetermined	Order	NA
ASV649	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV650	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia Undetermined	Species	Arbuscular Mycorrhizal
ASV651	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Undetermined	Undetermined Undetermined	Family	Saprotroph
ASV652	Fungi	Ascomycota	Sordariomycetes	Xylariales	XylarialesfamIncertaesedis	Robillarda	Robillarda sessilis	Species	Saprotroph
ASV653	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria Undetermined	Species	Pathotroph
ASV654	Fungi	Mucoromycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	Pathotroph
ASV655	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta Undetermined	Species	Pathotroph
ASV657	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Kamienskia	Kamienskia divaricata	Species	Arbuscular Mycorrhizal
ASV658	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia fristingensis	Species	Saprotroph
ASV660	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Undetermined	Undetermined Undetermined	Family	Arbuscular Mycorrhizal
ASV661	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis caledonium	Species	Arbuscular Mycorrhizal
ASV662	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria Undetermined	Species	Saprotroph
ASV663	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Kotlabaea	Kotlabaea Undetermined	Species	Saprotroph
ASV666	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria mors-panacis	Species	Pathotroph
ASV667	Fungi	Ascomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV668	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora rubella	Species	Pathotroph
ASV669	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella tricincta	Species	Pathotroph
ASV670	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Halomycetaceae	Paranamyces	Paranamyces uniporus	Species	Saprotroph
ASV671	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium culmorum	Species	Saprotroph
ASV672	Fungi	Ascomycota	Sordariomycetes	Hypocreales	HypocrealesfamIncertaesedis	Acremonium	Acremonium rutilum	Species	Saprotroph
ASV673	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron Undetermined	Species	Saprotroph
ASV675	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Undetermined	Undetermined Undetermined	Family	Pathotroph
ASV676	Fungi	Basidiomycota	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined Undetermined	Phylum	NA
ASV678	Fungi	Ascomycota	Eurotiomycetes	Onygenales	OnygenalesfamIncertaesedis	Chrysosporium	Chrysosporium pseudomerdarium	Species	Pathotroph
ASV680	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodus	Apodus deciduus	Species	Saprotroph
ASV681	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium circinatum	Species	Pathotroph
